t,v
2010-11-09T00:00:00.000Z,4540350
2010-11-10T00:00:00.000Z,4550500
2010-11-11T00:00:00.000Z,4561450
2010-11-12T00:00:00.000Z,4569900
2010-11-13T00:00:00.000Z,4581050
2010-11-14T00:00:00.000Z,4593850
2010-11-15T00:00:00.000Z,4603850
2010-11-16T00:00:00.000Z,4613700
2010-11-17T00:00:00.000Z,4626050
2010-11-18T00:00:00.000Z,4638900
2010-11-19T00:00:00.000Z,4646400
2010-11-20T00:00:00.000Z,4652200
2010-11-21T00:00:00.000Z,4659200
2010-11-22T00:00:00.000Z,4667350
2010-11-23T00:00:00.000Z,4674350
2010-11-24T00:00:00.000Z,4683200
2010-11-25T00:00:00.000Z,4692250
2010-11-26T00:00:00.000Z,4701950
2010-11-27T00:00:00.000Z,4710950
2010-11-28T00:00:00.000Z,4719550
2010-11-29T00:00:00.000Z,4730000
2010-11-30T00:00:00.000Z,4740050
2010-12-01T00:00:00.000Z,4749500
2010-12-02T00:00:00.000Z,4758900
2010-12-03T00:00:00.000Z,4768350
2010-12-04T00:00:00.000Z,4779800
2010-12-05T00:00:00.000Z,4791750
2010-12-06T00:00:00.000Z,4803800
2010-12-07T00:00:00.000Z,4815750
2010-12-08T00:00:00.000Z,4827650
2010-12-09T00:00:00.000Z,4838800
2010-12-10T00:00:00.000Z,4846150
2010-12-11T00:00:00.000Z,4854900
2010-12-12T00:00:00.000Z,4863450
2010-12-13T00:00:00.000Z,4870500
2010-12-14T00:00:00.000Z,4879100
2010-12-15T00:00:00.000Z,4888850
2010-12-16T00:00:00.000Z,4897500
2010-12-17T00:00:00.000Z,4905800
2010-12-18T00:00:00.000Z,4913850
2010-12-19T00:00:00.000Z,4923050
2010-12-20T00:00:00.000Z,4931000
2010-12-21T00:00:00.000Z,4940800
2010-12-22T00:00:00.000Z,4948650
2010-12-23T00:00:00.000Z,4955900
2010-12-24T00:00:00.000Z,4963300
2010-12-25T00:00:00.000Z,4971700
2010-12-26T00:00:00.000Z,4978950
2010-12-27T00:00:00.000Z,4987250
2010-12-28T00:00:00.000Z,4995700
2010-12-29T00:00:00.000Z,5003950
2010-12-30T00:00:00.000Z,5012400
2010-12-31T00:00:00.000Z,5020500
2011-01-01T00:00:00.000Z,5029550
2011-01-02T00:00:00.000Z,5038300
2011-01-03T00:00:00.000Z,5046100
2011-01-04T00:00:00.000Z,5053150
2011-01-05T00:00:00.000Z,5060850
2011-01-06T00:00:00.000Z,5067900
2011-01-07T00:00:00.000Z,5076100
2011-01-08T00:00:00.000Z,5084600
2011-01-09T00:00:00.000Z,5092750
2011-01-10T00:00:00.000Z,5100850
2011-01-11T00:00:00.000Z,5109400
2011-01-12T00:00:00.000Z,5117800
2011-01-13T00:00:00.000Z,5127200
2011-01-14T00:00:00.000Z,5136250
2011-01-15T00:00:00.000Z,5144100
2011-01-16T00:00:00.000Z,5152800
2011-01-17T00:00:00.000Z,5161850
2011-01-18T00:00:00.000Z,5168900
2011-01-19T00:00:00.000Z,5177350
2011-01-20T00:00:00.000Z,5186600
2011-01-21T00:00:00.000Z,5195350
2011-01-22T00:00:00.000Z,5203600
2011-01-23T00:00:00.000Z,5212100
2011-01-24T00:00:00.000Z,5221500
2011-01-25T00:00:00.000Z,5229300
2011-01-26T00:00:00.000Z,5238300
2011-01-27T00:00:00.000Z,5246300
2011-01-28T00:00:00.000Z,5254200
2011-01-29T00:00:00.000Z,5262250
2011-01-30T00:00:00.000Z,5270050
2011-01-31T00:00:00.000Z,5278550
2011-02-01T00:00:00.000Z,5286750
2011-02-02T00:00:00.000Z,5294650
2011-02-03T00:00:00.000Z,5302650
2011-02-04T00:00:00.000Z,5312350
2011-02-05T00:00:00.000Z,5321300
2011-02-06T00:00:00.000Z,5330150
2011-02-07T00:00:00.000Z,5340300
2011-02-08T00:00:00.000Z,5348700
2011-02-09T00:00:00.000Z,5358300
2011-02-10T00:00:00.000Z,5367600
2011-02-11T00:00:00.000Z,5376900
2011-02-12T00:00:00.000Z,5386700
2011-02-13T00:00:00.000Z,5396600
2011-02-14T00:00:00.000Z,5406400
2011-02-15T00:00:00.000Z,5417650
2011-02-16T00:00:00.000Z,5429250
2011-02-17T00:00:00.000Z,5440800
2011-02-18T00:00:00.000Z,5451400
2011-02-19T00:00:00.000Z,5459450
2011-02-20T00:00:00.000Z,5469350
2011-02-21T00:00:00.000Z,5479050
2011-02-22T00:00:00.000Z,5489600
2011-02-23T00:00:00.000Z,5501750
2011-02-24T00:00:00.000Z,5512100
2011-02-25T00:00:00.000Z,5523350
2011-02-26T00:00:00.000Z,5537150
2011-02-27T00:00:00.000Z,5549350
2011-02-28T00:00:00.000Z,5556850
2011-03-01T00:00:00.000Z,5563350
2011-03-02T00:00:00.000Z,5571750
2011-03-03T00:00:00.000Z,5581050
2011-03-04T00:00:00.000Z,5592100
2011-03-05T00:00:00.000Z,5605950
2011-03-06T00:00:00.000Z,5619650
2011-03-07T00:00:00.000Z,5630200
2011-03-08T00:00:00.000Z,5639550
2011-03-09T00:00:00.000Z,5647550
2011-03-10T00:00:00.000Z,5653050
2011-03-11T00:00:00.000Z,5659550
2011-03-12T00:00:00.000Z,5666550
2011-03-13T00:00:00.000Z,5672400
2011-03-14T00:00:00.000Z,5678000
2011-03-15T00:00:00.000Z,5683600
2011-03-16T00:00:00.000Z,5690400
2011-03-17T00:00:00.000Z,5697450
2011-03-18T00:00:00.000Z,5703450
2011-03-19T00:00:00.000Z,5709200
2011-03-20T00:00:00.000Z,5716050
2011-03-21T00:00:00.000Z,5723450
2011-03-22T00:00:00.000Z,5729400
2011-03-23T00:00:00.000Z,5737250
2011-03-24T00:00:00.000Z,5744850
2011-03-25T00:00:00.000Z,5753500
2011-03-26T00:00:00.000Z,5760400
2011-03-27T00:00:00.000Z,5767550
2011-03-28T00:00:00.000Z,5775950
2011-03-29T00:00:00.000Z,5784100
2011-03-30T00:00:00.000Z,5791900
2011-03-31T00:00:00.000Z,5801950
2011-04-01T00:00:00.000Z,5810750
2011-04-02T00:00:00.000Z,5819750
2011-04-03T00:00:00.000Z,5828500
2011-04-04T00:00:00.000Z,5837400
2011-04-05T00:00:00.000Z,5847100
2011-04-06T00:00:00.000Z,5854500
2011-04-07T00:00:00.000Z,5861850
2011-04-08T00:00:00.000Z,5870150
2011-04-09T00:00:00.000Z,5877950
2011-04-10T00:00:00.000Z,5886600
2011-04-11T00:00:00.000Z,5894750
2011-04-12T00:00:00.000Z,5902900
2011-04-13T00:00:00.000Z,5912600
2011-04-14T00:00:00.000Z,5920600
2011-04-15T00:00:00.000Z,5927400
2011-04-16T00:00:00.000Z,5936050
2011-04-17T00:00:00.000Z,5945050
2011-04-18T00:00:00.000Z,5952450
2011-04-19T00:00:00.000Z,5960150
2011-04-20T00:00:00.000Z,5967350
2011-04-21T00:00:00.000Z,5974700
2011-04-22T00:00:00.000Z,5983500
2011-04-23T00:00:00.000Z,5992100
2011-04-24T00:00:00.000Z,6000200
2011-04-25T00:00:00.000Z,6009800
2011-04-26T00:00:00.000Z,6019550
2011-04-27T00:00:00.000Z,6028700
2011-04-28T00:00:00.000Z,6036900
2011-04-29T00:00:00.000Z,6046900
2011-04-30T00:00:00.000Z,6056350
2011-05-01T00:00:00.000Z,6065300
2011-05-02T00:00:00.000Z,6075150
2011-05-03T00:00:00.000Z,6084950
2011-05-04T00:00:00.000Z,6094800
2011-05-05T00:00:00.000Z,6105750
2011-05-06T00:00:00.000Z,6116650
2011-05-07T00:00:00.000Z,6127350
2011-05-08T00:00:00.000Z,6138300
2011-05-09T00:00:00.000Z,6150250
2011-05-10T00:00:00.000Z,6159400
2011-05-11T00:00:00.000Z,6168950
2011-05-12T00:00:00.000Z,6177400
2011-05-13T00:00:00.000Z,6187750
2011-05-14T00:00:00.000Z,6199850
2011-05-15T00:00:00.000Z,6210850
2011-05-16T00:00:00.000Z,6223200
2011-05-17T00:00:00.000Z,6236050
2011-05-18T00:00:00.000Z,6250450
2011-05-19T00:00:00.000Z,6259000
2011-05-20T00:00:00.000Z,6270000
2011-05-21T00:00:00.000Z,6281000
2011-05-22T00:00:00.000Z,6293550
2011-05-23T00:00:00.000Z,6307900
2011-05-24T00:00:00.000Z,6322850
2011-05-25T00:00:00.000Z,6338200
2011-05-26T00:00:00.000Z,6353000
2011-05-27T00:00:00.000Z,6361350
2011-05-28T00:00:00.000Z,6369100
2011-05-29T00:00:00.000Z,6378100
2011-05-30T00:00:00.000Z,6385800
2011-05-31T00:00:00.000Z,6393300
2011-06-01T00:00:00.000Z,6402700
2011-06-02T00:00:00.000Z,6412200
2011-06-03T00:00:00.000Z,6422300
2011-06-04T00:00:00.000Z,6433500
2011-06-05T00:00:00.000Z,6443900
2011-06-06T00:00:00.000Z,6455550
2011-06-07T00:00:00.000Z,6464050
2011-06-08T00:00:00.000Z,6473300
2011-06-09T00:00:00.000Z,6484400
2011-06-10T00:00:00.000Z,6495550
2011-06-11T00:00:00.000Z,6508150
2011-06-12T00:00:00.000Z,6519800
2011-06-13T00:00:00.000Z,6531150
2011-06-14T00:00:00.000Z,6543500
2011-06-15T00:00:00.000Z,6557450
2011-06-16T00:00:00.000Z,6566450
2011-06-17T00:00:00.000Z,6575750
2011-06-18T00:00:00.000Z,6585600
2011-06-19T00:00:00.000Z,6596750
2011-06-20T00:00:00.000Z,6608450
2011-06-21T00:00:00.000Z,6621100
2011-06-22T00:00:00.000Z,6634100
2011-06-23T00:00:00.000Z,6646100
2011-06-24T00:00:00.000Z,6656900
2011-06-25T00:00:00.000Z,6664050
2011-06-26T00:00:00.000Z,6671500
2011-06-27T00:00:00.000Z,6679950
2011-06-28T00:00:00.000Z,6687950
2011-06-29T00:00:00.000Z,6696550
2011-06-30T00:00:00.000Z,6706100
2011-07-01T00:00:00.000Z,6714750
2011-07-02T00:00:00.000Z,6723200
2011-07-03T00:00:00.000Z,6731450
2011-07-04T00:00:00.000Z,6739950
2011-07-05T00:00:00.000Z,6746900
2011-07-06T00:00:00.000Z,6754750
2011-07-07T00:00:00.000Z,6761300
2011-07-08T00:00:00.000Z,6769550
2011-07-09T00:00:00.000Z,6777000
2011-07-10T00:00:00.000Z,6783850
2011-07-11T00:00:00.000Z,6791700
2011-07-12T00:00:00.000Z,6798750
2011-07-13T00:00:00.000Z,6808300
2011-07-14T00:00:00.000Z,6815500
2011-07-15T00:00:00.000Z,6823600
2011-07-16T00:00:00.000Z,6831450
2011-07-17T00:00:00.000Z,6839950
2011-07-18T00:00:00.000Z,6848450
2011-07-19T00:00:00.000Z,6855550
2011-07-20T00:00:00.000Z,6863000
2011-07-21T00:00:00.000Z,6870600
2011-07-22T00:00:00.000Z,6878150
2011-07-23T00:00:00.000Z,6885450
2011-07-24T00:00:00.000Z,6893750
2011-07-25T00:00:00.000Z,6902000
2011-07-26T00:00:00.000Z,6910800
2011-07-27T00:00:00.000Z,6919500
2011-07-28T00:00:00.000Z,6927250
2011-07-29T00:00:00.000Z,6935450
2011-07-30T00:00:00.000Z,6943050
2011-07-31T00:00:00.000Z,6951800
2011-08-01T00:00:00.000Z,6960050
2011-08-02T00:00:00.000Z,6967750
2011-08-03T00:00:00.000Z,6975600
2011-08-04T00:00:00.000Z,6982050
2011-08-05T00:00:00.000Z,6989050
2011-08-06T00:00:00.000Z,6995150
2011-08-07T00:00:00.000Z,7001450
2011-08-08T00:00:00.000Z,7008250
2011-08-09T00:00:00.000Z,7015550
2011-08-10T00:00:00.000Z,7023150
2011-08-11T00:00:00.000Z,7030000
2011-08-12T00:00:00.000Z,7036550
2011-08-13T00:00:00.000Z,7043050
2011-08-14T00:00:00.000Z,7049650
2011-08-15T00:00:00.000Z,7056100
2011-08-16T00:00:00.000Z,7063450
2011-08-17T00:00:00.000Z,7070250
2011-08-18T00:00:00.000Z,7077450
2011-08-19T00:00:00.000Z,7084000
2011-08-20T00:00:00.000Z,7091600
2011-08-21T00:00:00.000Z,7099600
2011-08-22T00:00:00.000Z,7108050
2011-08-23T00:00:00.000Z,7115800
2011-08-24T00:00:00.000Z,7122500
2011-08-25T00:00:00.000Z,7129250
2011-08-26T00:00:00.000Z,7136600
2011-08-27T00:00:00.000Z,7142700
2011-08-28T00:00:00.000Z,7148500
2011-08-29T00:00:00.000Z,7155400
2011-08-30T00:00:00.000Z,7162700
2011-08-31T00:00:00.000Z,7170450
2011-09-01T00:00:00.000Z,7176900
2011-09-02T00:00:00.000Z,7184700
2011-09-03T00:00:00.000Z,7191950
2011-09-04T00:00:00.000Z,7198650
2011-09-05T00:00:00.000Z,7206450
2011-09-06T00:00:00.000Z,7213950
2011-09-07T00:00:00.000Z,7220800
2011-09-08T00:00:00.000Z,7227250
2011-09-09T00:00:00.000Z,7234950
2011-09-10T00:00:00.000Z,7241600
2011-09-11T00:00:00.000Z,7247850
2011-09-12T00:00:00.000Z,7254500
2011-09-13T00:00:00.000Z,7261600
2011-09-14T00:00:00.000Z,7268900
2011-09-15T00:00:00.000Z,7276700
2011-09-16T00:00:00.000Z,7282650
2011-09-17T00:00:00.000Z,7289350
2011-09-18T00:00:00.000Z,7297250
2011-09-19T00:00:00.000Z,7303600
2011-09-20T00:00:00.000Z,7310600
2011-09-21T00:00:00.000Z,7317900
2011-09-22T00:00:00.000Z,7325300
2011-09-23T00:00:00.000Z,7331950
2011-09-24T00:00:00.000Z,7338400
2011-09-25T00:00:00.000Z,7345250
2011-09-26T00:00:00.000Z,7351950
2011-09-27T00:00:00.000Z,7358600
2011-09-28T00:00:00.000Z,7365950
2011-09-29T00:00:00.000Z,7372200
2011-09-30T00:00:00.000Z,7378300
2011-10-01T00:00:00.000Z,7385450
2011-10-02T00:00:00.000Z,7391500
2011-10-03T00:00:00.000Z,7398750
2011-10-04T00:00:00.000Z,7404350
2011-10-05T00:00:00.000Z,7411600
2011-10-06T00:00:00.000Z,7418000
2011-10-07T00:00:00.000Z,7424900
2011-10-08T00:00:00.000Z,7430850
2011-10-09T00:00:00.000Z,7437200
2011-10-10T00:00:00.000Z,7443350
2011-10-11T00:00:00.000Z,7448000
2011-10-12T00:00:00.000Z,7454000
2011-10-13T00:00:00.000Z,7458850
2011-10-14T00:00:00.000Z,7465800
2011-10-15T00:00:00.000Z,7472500
2011-10-16T00:00:00.000Z,7478450
2011-10-17T00:00:00.000Z,7484350
2011-10-18T00:00:00.000Z,7490350
2011-10-19T00:00:00.000Z,7497000
2011-10-20T00:00:00.000Z,7502750
2011-10-21T00:00:00.000Z,7508800
2011-10-22T00:00:00.000Z,7513700
2011-10-23T00:00:00.000Z,7519100
2011-10-24T00:00:00.000Z,7525450
2011-10-25T00:00:00.000Z,7531900
2011-10-26T00:00:00.000Z,7537750
2011-10-27T00:00:00.000Z,7542750
2011-10-28T00:00:00.000Z,7548000
2011-10-29T00:00:00.000Z,7553650
2011-10-30T00:00:00.000Z,7559200
2011-10-31T00:00:00.000Z,7565750
2011-11-01T00:00:00.000Z,7573250
2011-11-02T00:00:00.000Z,7580950
2011-11-03T00:00:00.000Z,7587200
2011-11-04T00:00:00.000Z,7594550
2011-11-05T00:00:00.000Z,7601850
2011-11-06T00:00:00.000Z,7609050
2011-11-07T00:00:00.000Z,7615650
2011-11-08T00:00:00.000Z,7623100
2011-11-09T00:00:00.000Z,7631150
2011-11-10T00:00:00.000Z,7638200
2011-11-11T00:00:00.000Z,7644200
2011-11-12T00:00:00.000Z,7651300
2011-11-13T00:00:00.000Z,7658500
2011-11-14T00:00:00.000Z,7665650
2011-11-15T00:00:00.000Z,7673900
2011-11-16T00:00:00.000Z,7680650
2011-11-17T00:00:00.000Z,7687600
2011-11-18T00:00:00.000Z,7694250
2011-11-19T00:00:00.000Z,7700400
2011-11-20T00:00:00.000Z,7707550
2011-11-21T00:00:00.000Z,7713450
2011-11-22T00:00:00.000Z,7720450
2011-11-23T00:00:00.000Z,7727150
2011-11-24T00:00:00.000Z,7732800
2011-11-25T00:00:00.000Z,7739550
2011-11-26T00:00:00.000Z,7745550
2011-11-27T00:00:00.000Z,7751250
2011-11-28T00:00:00.000Z,7757600
2011-11-29T00:00:00.000Z,7764500
2011-11-30T00:00:00.000Z,7772600
2011-12-01T00:00:00.000Z,7781700
2011-12-02T00:00:00.000Z,7789000
2011-12-03T00:00:00.000Z,7796600
2011-12-04T00:00:00.000Z,7803400
2011-12-05T00:00:00.000Z,7811300
2011-12-06T00:00:00.000Z,7819800
2011-12-07T00:00:00.000Z,7826750
2011-12-08T00:00:00.000Z,7834950
2011-12-09T00:00:00.000Z,7842300
2011-12-10T00:00:00.000Z,7849500
2011-12-11T00:00:00.000Z,7857100
2011-12-12T00:00:00.000Z,7863450
2011-12-13T00:00:00.000Z,7870050
2011-12-14T00:00:00.000Z,7877700
2011-12-15T00:00:00.000Z,7883300
2011-12-16T00:00:00.000Z,7889200
2011-12-17T00:00:00.000Z,7896700
2011-12-18T00:00:00.000Z,7903900
2011-12-19T00:00:00.000Z,7911850
2011-12-20T00:00:00.000Z,7918550
2011-12-21T00:00:00.000Z,7926000
2011-12-22T00:00:00.000Z,7933400
2011-12-23T00:00:00.000Z,7940500
2011-12-24T00:00:00.000Z,7947750
2011-12-25T00:00:00.000Z,7956450
2011-12-26T00:00:00.000Z,7965300
2011-12-27T00:00:00.000Z,7972550
2011-12-28T00:00:00.000Z,7980300
2011-12-29T00:00:00.000Z,7987200
2011-12-30T00:00:00.000Z,7994300
2011-12-31T00:00:00.000Z,8001850
2012-01-01T00:00:00.000Z,8009500
2012-01-02T00:00:00.000Z,8017050
2012-01-03T00:00:00.000Z,8025000
2012-01-04T00:00:00.000Z,8032450
2012-01-05T00:00:00.000Z,8039800
2012-01-06T00:00:00.000Z,8048350
2012-01-07T00:00:00.000Z,8057550
2012-01-08T00:00:00.000Z,8065700
2012-01-09T00:00:00.000Z,8073900
2012-01-10T00:00:00.000Z,8080950
2012-01-11T00:00:00.000Z,8088600
2012-01-12T00:00:00.000Z,8096350
2012-01-13T00:00:00.000Z,8103350
2012-01-14T00:00:00.000Z,8110850
2012-01-15T00:00:00.000Z,8117800
2012-01-16T00:00:00.000Z,8126600
2012-01-17T00:00:00.000Z,8134400
2012-01-18T00:00:00.000Z,8140800
2012-01-19T00:00:00.000Z,8148300
2012-01-20T00:00:00.000Z,8155550
2012-01-21T00:00:00.000Z,8163750
2012-01-22T00:00:00.000Z,8170550
2012-01-23T00:00:00.000Z,8179050
2012-01-24T00:00:00.000Z,8186000
2012-01-25T00:00:00.000Z,8193400
2012-01-26T00:00:00.000Z,8200300
2012-01-27T00:00:00.000Z,8207350
2012-01-28T00:00:00.000Z,8214600
2012-01-29T00:00:00.000Z,8222950
2012-01-30T00:00:00.000Z,8231550
2012-01-31T00:00:00.000Z,8239050
2012-02-01T00:00:00.000Z,8246100
2012-02-02T00:00:00.000Z,8254050
2012-02-03T00:00:00.000Z,8261950
2012-02-04T00:00:00.000Z,8269800
2012-02-05T00:00:00.000Z,8276900
2012-02-06T00:00:00.000Z,8284200
2012-02-07T00:00:00.000Z,8291050
2012-02-08T00:00:00.000Z,8298300
2012-02-09T00:00:00.000Z,8305550
2012-02-10T00:00:00.000Z,8312450
2012-02-11T00:00:00.000Z,8319950
2012-02-12T00:00:00.000Z,8327850
2012-02-13T00:00:00.000Z,8334700
2012-02-14T00:00:00.000Z,8341600
2012-02-15T00:00:00.000Z,8348300
2012-02-16T00:00:00.000Z,8355200
2012-02-17T00:00:00.000Z,8362800
2012-02-18T00:00:00.000Z,8371350
2012-02-19T00:00:00.000Z,8379250
2012-02-20T00:00:00.000Z,8386250
2012-02-21T00:00:00.000Z,8392700
2012-02-22T00:00:00.000Z,8400650
2012-02-23T00:00:00.000Z,8408950
2012-02-24T00:00:00.000Z,8416350
2012-02-25T00:00:00.000Z,8424650
2012-02-26T00:00:00.000Z,8432150
2012-02-27T00:00:00.000Z,8439850
2012-02-28T00:00:00.000Z,8447850
2012-02-29T00:00:00.000Z,8456800
2012-03-01T00:00:00.000Z,8464350
2012-03-02T00:00:00.000Z,8471050
2012-03-03T00:00:00.000Z,8476700
2012-03-04T00:00:00.000Z,8483550
2012-03-05T00:00:00.000Z,8490800
2012-03-06T00:00:00.000Z,8497650
2012-03-07T00:00:00.000Z,8505350
2012-03-08T00:00:00.000Z,8513150
2012-03-09T00:00:00.000Z,8521550
2012-03-10T00:00:00.000Z,8529800
2012-03-11T00:00:00.000Z,8536500
2012-03-12T00:00:00.000Z,8544800
2012-03-13T00:00:00.000Z,8552800
2012-03-14T00:00:00.000Z,8559650
2012-03-15T00:00:00.000Z,8565700
2012-03-16T00:00:00.000Z,8573350
2012-03-17T00:00:00.000Z,8581850
2012-03-18T00:00:00.000Z,8589850
2012-03-19T00:00:00.000Z,8597000
2012-03-20T00:00:00.000Z,8605000
2012-03-21T00:00:00.000Z,8612900
2012-03-22T00:00:00.000Z,8620800
2012-03-23T00:00:00.000Z,8627100
2012-03-24T00:00:00.000Z,8636350
2012-03-25T00:00:00.000Z,8644150
2012-03-26T00:00:00.000Z,8651700
2012-03-27T00:00:00.000Z,8659500
2012-03-28T00:00:00.000Z,8667000
2012-03-29T00:00:00.000Z,8674000
2012-03-30T00:00:00.000Z,8681750
2012-03-31T00:00:00.000Z,8690250
2012-04-01T00:00:00.000Z,8697300
2012-04-02T00:00:00.000Z,8703150
2012-04-03T00:00:00.000Z,8709800
2012-04-04T00:00:00.000Z,8716650
2012-04-05T00:00:00.000Z,8722500
2012-04-06T00:00:00.000Z,8729300
2012-04-07T00:00:00.000Z,8735700
2012-04-08T00:00:00.000Z,8743250
2012-04-09T00:00:00.000Z,8750550
2012-04-10T00:00:00.000Z,8757900
2012-04-11T00:00:00.000Z,8764950
2012-04-12T00:00:00.000Z,8771300
2012-04-13T00:00:00.000Z,8777450
2012-04-14T00:00:00.000Z,8784400
2012-04-15T00:00:00.000Z,8789750
2012-04-16T00:00:00.000Z,8797250
2012-04-17T00:00:00.000Z,8804000
2012-04-18T00:00:00.000Z,8810500
2012-04-19T00:00:00.000Z,8818350
2012-04-20T00:00:00.000Z,8826050
2012-04-21T00:00:00.000Z,8833750
2012-04-22T00:00:00.000Z,8840750
2012-04-23T00:00:00.000Z,8847500
2012-04-24T00:00:00.000Z,8854400
2012-04-25T00:00:00.000Z,8860750
2012-04-26T00:00:00.000Z,8868500
2012-04-27T00:00:00.000Z,8875250
2012-04-28T00:00:00.000Z,8882850
2012-04-29T00:00:00.000Z,8891800
2012-04-30T00:00:00.000Z,8900750
2012-05-01T00:00:00.000Z,8909250
2012-05-02T00:00:00.000Z,8916750
2012-05-03T00:00:00.000Z,8924600
2012-05-04T00:00:00.000Z,8932650
2012-05-05T00:00:00.000Z,8941000
2012-05-06T00:00:00.000Z,8949200
2012-05-07T00:00:00.000Z,8957700
2012-05-08T00:00:00.000Z,8966500
2012-05-09T00:00:00.000Z,8974800
2012-05-10T00:00:00.000Z,8981250
2012-05-11T00:00:00.000Z,8988400
2012-05-12T00:00:00.000Z,8994800
2012-05-13T00:00:00.000Z,9001800
2012-05-14T00:00:00.000Z,9008750
2012-05-15T00:00:00.000Z,9015250
2012-05-16T00:00:00.000Z,9021250
2012-05-17T00:00:00.000Z,9027100
2012-05-18T00:00:00.000Z,9034350
2012-05-19T00:00:00.000Z,9041800
2012-05-20T00:00:00.000Z,9048700
2012-05-21T00:00:00.000Z,9055000
2012-05-22T00:00:00.000Z,9060750
2012-05-23T00:00:00.000Z,9067250
2012-05-24T00:00:00.000Z,9073500
2012-05-25T00:00:00.000Z,9079550
2012-05-26T00:00:00.000Z,9086650
2012-05-27T00:00:00.000Z,9094600
2012-05-28T00:00:00.000Z,9101700
2012-05-29T00:00:00.000Z,9108000
2012-05-30T00:00:00.000Z,9114550
2012-05-31T00:00:00.000Z,9121450
2012-06-01T00:00:00.000Z,9129050
2012-06-02T00:00:00.000Z,9136950
2012-06-03T00:00:00.000Z,9144650
2012-06-04T00:00:00.000Z,9152450
2012-06-05T00:00:00.000Z,9159800
2012-06-06T00:00:00.000Z,9167450
2012-06-07T00:00:00.000Z,9174400
2012-06-08T00:00:00.000Z,9181450
2012-06-09T00:00:00.000Z,9190000
2012-06-10T00:00:00.000Z,9198300
2012-06-11T00:00:00.000Z,9205300
2012-06-12T00:00:00.000Z,9213100
2012-06-13T00:00:00.000Z,9220600
2012-06-14T00:00:00.000Z,9228400
2012-06-15T00:00:00.000Z,9236350
2012-06-16T00:00:00.000Z,9244150
2012-06-17T00:00:00.000Z,9252350
2012-06-18T00:00:00.000Z,9261100
2012-06-19T00:00:00.000Z,9268450
2012-06-20T00:00:00.000Z,9275700
2012-06-21T00:00:00.000Z,9282500
2012-06-22T00:00:00.000Z,9289400
2012-06-23T00:00:00.000Z,9297600
2012-06-24T00:00:00.000Z,9304150
2012-06-25T00:00:00.000Z,9311850
2012-06-26T00:00:00.000Z,9319300
2012-06-27T00:00:00.000Z,9327450
2012-06-28T00:00:00.000Z,9334300
2012-06-29T00:00:00.000Z,9341600
2012-06-30T00:00:00.000Z,9348200
2012-07-01T00:00:00.000Z,9355300
2012-07-02T00:00:00.000Z,9362900
2012-07-03T00:00:00.000Z,9370900
2012-07-04T00:00:00.000Z,9378400
2012-07-05T00:00:00.000Z,9385600
2012-07-06T00:00:00.000Z,9393350
2012-07-07T00:00:00.000Z,9401650
2012-07-08T00:00:00.000Z,9409300
2012-07-09T00:00:00.000Z,9417450
2012-07-10T00:00:00.000Z,9424950
2012-07-11T00:00:00.000Z,9431650
2012-07-12T00:00:00.000Z,9438900
2012-07-13T00:00:00.000Z,9447300
2012-07-14T00:00:00.000Z,9455350
2012-07-15T00:00:00.000Z,9462350
2012-07-16T00:00:00.000Z,9469850
2012-07-17T00:00:00.000Z,9478450
2012-07-18T00:00:00.000Z,9486200
2012-07-19T00:00:00.000Z,9492950
2012-07-20T00:00:00.000Z,9500350
2012-07-21T00:00:00.000Z,9507400
2012-07-22T00:00:00.000Z,9515150
2012-07-23T00:00:00.000Z,9522150
2012-07-24T00:00:00.000Z,9530250
2012-07-25T00:00:00.000Z,9538250
2012-07-26T00:00:00.000Z,9546700
2012-07-27T00:00:00.000Z,9555600
2012-07-28T00:00:00.000Z,9563250
2012-07-29T00:00:00.000Z,9571550
2012-07-30T00:00:00.000Z,9580350
2012-07-31T00:00:00.000Z,9586850
2012-08-01T00:00:00.000Z,9593550
2012-08-02T00:00:00.000Z,9601800
2012-08-03T00:00:00.000Z,9609900
2012-08-04T00:00:00.000Z,9617700
2012-08-05T00:00:00.000Z,9624650
2012-08-06T00:00:00.000Z,9631650
2012-08-07T00:00:00.000Z,9639800
2012-08-08T00:00:00.000Z,9648150
2012-08-09T00:00:00.000Z,9656650
2012-08-10T00:00:00.000Z,9664450
2012-08-11T00:00:00.000Z,9672800
2012-08-12T00:00:00.000Z,9680800
2012-08-13T00:00:00.000Z,9688800
2012-08-14T00:00:00.000Z,9696650
2012-08-15T00:00:00.000Z,9705000
2012-08-16T00:00:00.000Z,9712700
2012-08-17T00:00:00.000Z,9719600
2012-08-18T00:00:00.000Z,9727100
2012-08-19T00:00:00.000Z,9736250
2012-08-20T00:00:00.000Z,9744900
2012-08-21T00:00:00.000Z,9753600
2012-08-22T00:00:00.000Z,9761400
2012-08-23T00:00:00.000Z,9769650
2012-08-24T00:00:00.000Z,9777050
2012-08-25T00:00:00.000Z,9783950
2012-08-26T00:00:00.000Z,9792900
2012-08-27T00:00:00.000Z,9800150
2012-08-28T00:00:00.000Z,9807700
2012-08-29T00:00:00.000Z,9816100
2012-08-30T00:00:00.000Z,9823800
2012-08-31T00:00:00.000Z,9830800
2012-09-01T00:00:00.000Z,9838850
2012-09-02T00:00:00.000Z,9847050
2012-09-03T00:00:00.000Z,9854900
2012-09-04T00:00:00.000Z,9862550
